Identificador,Sexo,Edad,Carnet,Zona,AntiguedadVehiculo,SiniestroAnterior,PrimaMensualActual,AntiguedadCliente
350539,Male,41,1,Norte,2,No,159.45,22
350540,Male,43,1,Centro,2,No,238.19,23
350541,Female,25,1,Centro,0,No,376.82,25
350542,Male,25,1,Suroeste,1,No,30,4
350543,Male,58,1,Centro,2,Sí,315.77,17
350544,Desconocido,Desconocido,1,Centro,4,Sí,362.99,20
350545,Female,24,1,Centro,0,No,165.32,21
350546,Female,77,1,Centro,2,No,364.74,13
350547,Female,45,1,Suroeste,3,Sí,227.11,7
350548,Female,79,1,Noreste,2,No,260.36,3
350549,Male,39,1,Noreste,2,No,193.99,11
350550,Female,23,1,Centro,1,No,167.05,2
350551,Male,43,1,Noreste,4,Sí,558.93,20
350552,Male,55,1,Centro,3,Sí,226.29,10
350553,Female,26,0,Centro,0,No,299.67,23
350554,Male,23,1,Noreste,1,No,262.09,16
350555,Male,25,1,Centro,1,No,207.7,21
350556,Female,21,1,Centro,1,No,100.05,13
350557,Male,34,1,Centro,3,No,172.32,9
350558,Male,24,1,Suroeste,0,No,117.93,16
350559,Male,25,1,Suroeste,0,Sí,151.16,5
350560,Female,22,1,Suroeste,0,No,137.25,18
350561,Female,53,1,Centro,9+,Sí,262.57,22
350562,Female,24,1,Centro,0,No,120.47,19
350563,Male,26,1,Centro,1,No,187.84,16
350564,Female,25,1,Norte,0,Sí,119.26,16
350565,Male,23,1,Centro,1,Sí,275.66,14
350566,Female,39,1,Centro,4,Sí,192.05,25
350567,Female,22,1,Centro,1,Sí,193.97,25
350568,Male,29,1,Noreste,3,No,227.05,16
350569,Female,41,1,Centro,2,Sí,285.27,3
350570,Male,40,1,Noreste,2,No,261.85,8
350571,Male,25,1,Centro,0,No,149.26,17
350572,Female,22,1,Noreste,1,No,155.98,16
350573,Female,23,1,Centro,1,No,30,15
350574,Male,27,1,Noreste,1,No,147.36,23
350575,Male,35,1,Suroeste,3,No,173.54,20
350576,Female,30,1,Suroeste,0,No,206.58,8
350577,Desconocido,Desconocido,1,Centro,1,Sí,190.87,25
350578,Female,20,1,Suroeste,4,Sí,269.74,18
350579,Male,25,1,Norte,1,Sí,243.66,1
350580,Female,22,1,Centro,0,No,101.46,24
350581,Female,32,1,Centro,3,No,422.68,2
350582,Male,24,1,Norte,0,No,148.82,21
350583,Female,73,1,Noreste,3,Sí,30,3
350584,Male,35,1,Centro,3,No,289.32,18
350585,Male,47,1,Noreste,3,Sí,30,12
350586,Male,48,1,Centro,2,Sí,30,7
350587,Male,32,1,Suroeste,0,No,166.83,2
350588,Female,48,1,Centro,3,No,30,6
350589,Female,23,1,Norte,1,No,277.19,24
350590,Female,21,1,Centro,1,No,227.33,6
350591,Female,35,1,Noreste,3,No,161.15,6
350592,Male,55,1,Suroeste,3,No,30,10
350593,Female,23,1,Suroeste,1,No,121.52,12
350594,Female,50,1,Noreste,4,Sí,232.94,20
350595,Female,68,1,Noreste,3,No,240.48,6
350596,Male,52,1,Norte,4,Sí,30,18
350597,Male,21,1,Centro,0,Sí,198.08,5
350598,Desconocido,43,1,Centro,4,Sí,216.47,18
350599,Male,26,1,Centro,1,Sí,30,5
350600,Female,23,1,Norte,0,No,197.3,14
350601,Female,51,1,Suroeste,4,No,188.02,16
350602,Male,53,1,Centro,2,Sí,233.86,3
350603,Female,26,1,Noreste,0,Sí,330.35,11
350604,Female,58,1,Centro,3,Sí,30,1
350605,Female,35,1,Norte,2,Sí,205.38,17
350606,Female,59,1,Centro,4,No,368.38,5
350607,Male,41,1,Centro,3,Sí,30,24
350608,Female,26,1,Noreste,1,No,193.76,19
350609,Male,75,1,Centro,2,Sí,232.29,9
350610,Female,51,1,Norte,6,Sí,30,20
350611,Male,42,1,Centro,2,Sí,260.87,4
350612,Male,25,1,Norte,0,No,157.05,17
350613,Female,24,1,Noreste,0,Sí,30,6
350614,Female,63,1,Centro,2,Sí,243.56,25
350615,Male,37,1,Noreste,2,No,208.89,23
350616,Male,23,1,Centro,0,Sí,30,10
350617,Male,22,1,Suroeste,1,No,269.26,15
350618,Male,22,1,Noreste,0,Sí,30,9
350619,Female,23,1,Suroeste,1,Sí,240.25,13
350620,Female,71,1,Noreste,3,No,164.74,15
350621,Male,45,1,Centro,3,No,231.02,19
350622,Female,27,1,Suroeste,1,No,276.83,4
350623,Female,62,1,Centro,3,Sí,223.56,10
350624,Male,38,1,Noreste,2,No,30,7
350625,Female,28,1,Norte,4,Sí,30,19
350626,Male,22,1,Centro,1,No,207.59,23
350627,Female,24,1,Centro,1,Sí,30,21
350628,Female,31,1,Suroeste,0,No,133.17,3
350629,Female,20,1,Suroeste,0,Sí,30,23
350630,Male,58,1,Centro,3,No,218.63,12
350631,Female,64,1,Noreste,2,No,189.97,5
350632,Male,53,1,Centro,2,No,230.62,1
350633,Male,68,1,Centro,3,No,395.9,15
350634,Male,39,1,Noreste,2,No,208.96,18
350635,Male,48,1,Suroeste,2,Sí,144.51,22
350636,Female,26,1,Noreste,1,No,30,9
350637,Male,65,1,Centro,3,Sí,177.19,7
350638,Male,52,1,Noreste,4,Sí,347.29,19
350639,Female,27,1,Centro,0,No,281.88,2
350640,Male,26,1,Suroeste,1,Sí,314.13,12
350641,Female,40,1,Centro,6,Sí,314.21,17
350642,Female,21,1,Centro,1,Sí,155.37,7
350643,Female,60,1,Noreste,2,Sí,300.12,23
350644,Female,22,1,Suroeste,1,No,202.43,11
350645,Male,27,1,Suroeste,0,No,30,16
350646,Male,23,1,Noreste,1,No,258.17,14
350647,Male,53,1,Norte,2,Sí,227.89,25
350648,Female,63,1,Centro,5,Sí,290.67,22
350649,Female,37,1,Suroeste,3,No,154.85,3
350650,Male,24,1,Noreste,0,No,217.45,2
350651,Female,52,1,Norte,4,No,484.59,10
350652,Male,30,1,Norte,1,No,253.83,13
350653,Female,35,1,Suroeste,2,No,165.1,22
350654,Desconocido,Desconocido,1,Suroeste,1,No,154.76,6
350655,Female,26,1,Suroeste,0,No,284.39,11
350656,Male,40,1,Centro,4,Sí,194.39,6
350657,Female,27,1,Suroeste,0,No,133.18,10
350658,Female,42,1,Suroeste,2,Sí,176.18,20
350659,Male,55,1,Noreste,4,Sí,155.95,21
350660,Female,25,1,Centro,1,No,310.05,22
350661,Male,28,1,Centro,1,Sí,30,1
350662,Male,38,1,Suroeste,3,No,125.52,12
350663,Female,31,1,Norte,0,Sí,149.75,2
350664,Female,63,1,Centro,7,Sí,183.03,2
350665,Male,24,1,Noreste,1,No,159.91,15
350666,Male,47,1,Centro,2,No,228.4,10
350667,Male,50,1,Noreste,3,Sí,129.98,8
350668,Male,26,1,Suroeste,1,No,30,8
350669,Female,23,1,Noreste,0,No,308.02,15
350670,Male,49,1,Centro,2,No,132.56,8
350671,Desconocido,Desconocido,1,Norte,4,Sí,157.12,15
350672,Male,54,1,Centro,2,Sí,30,20
350673,Female,60,1,Centro,3,Sí,204.51,13
350674,Male,46,1,Centro,3,Sí,259.77,6
350675,Male,27,1,Suroeste,1,No,202.1,16
350676,Female,25,1,Norte,0,No,148.42,4
350677,Male,26,1,Centro,1,Sí,30,10
350678,Male,21,1,Noreste,0,No,30,16
350679,Male,37,1,Centro,2,No,242.97,19
350680,Male,20,1,Norte,0,Sí,225.55,18
350681,Female,44,1,Centro,4,Sí,216.26,10
350682,Male,42,1,Norte,4,Sí,30,23
350683,Male,33,1,Centro,1,Sí,230.91,12
350684,Female,36,1,Centro,3,Sí,30,21
350685,Female,20,1,Norte,1,Sí,230.85,17
350686,Female,36,1,Centro,2,Sí,219.54,10
350687,Male,77,1,Norte,2,Sí,30,24
350688,Male,25,1,Noreste,1,Sí,490.45,10
350689,Male,35,1,Noreste,4,Sí,30,19
350690,Desconocido,Desconocido,1,Noreste,4,No,30,6
350691,Female,24,1,Norte,0,No,178.59,22
350692,Female,21,1,Suroeste,3,Sí,165.75,6
350693,Male,47,1,Centro,2,Sí,30,19
350694,Male,52,1,Centro,5,Sí,257.28,3
350695,Male,35,1,Norte,3,Sí,30,23
350696,Male,54,1,Norte,3,Sí,30,25
350697,Desconocido,Desconocido,1,Suroeste,4,Sí,197.05,3
350698,Male,27,1,Noreste,1,No,129.69,19
350699,Desconocido,77,1,Noreste,4,No,161.81,9
350700,Female,49,1,Suroeste,2,Sí,186.27,23
350701,Male,44,1,Centro,3,Sí,223.52,14
350702,Female,44,1,Suroeste,3,No,246.7,3
350703,Female,43,1,Noreste,3,No,281.15,4
350704,Female,42,1,Suroeste,4,No,30,25
350705,Male,23,1,Norte,0,Sí,252.74,11
350706,Male,62,1,Centro,3,No,257.56,10
350707,Female,26,1,Norte,1,Sí,197.37,22
350708,Desconocido,Desconocido,1,Noreste,1,No,382.34,11
350709,Female,23,1,Norte,1,No,204.92,16
350710,Male,25,1,Centro,1,No,239.44,22
350711,Female,67,1,Centro,4,Sí,30,9
350712,Female,80,1,Centro,3,No,323.27,10
350713,Male,21,1,Centro,0,No,30,23
350714,Female,31,1,Suroeste,1,Sí,164.31,8
350715,Male,26,1,Suroeste,1,Sí,30,6
350716,Male,42,1,Centro,2,No,191.57,15
350717,Male,24,1,Norte,0,Sí,243.34,12
350718,Female,67,1,Centro,3,Sí,212.75,9
350719,Male,50,1,Centro,2,No,290.78,3
350720,Female,44,1,Noreste,4,No,30,2
350721,Female,44,1,Noreste,2,No,142.37,25
350722,Male,29,1,Norte,1,Sí,278.46,4
350723,Female,51,1,Centro,2,No,134.15,17
350724,Female,26,1,Centro,0,Sí,208.92,24
350725,Female,23,1,Noreste,1,No,299.99,14
350726,Male,45,1,Centro,2,Sí,150.45,8
350727,Male,49,1,Noreste,3,Sí,215.64,22
350728,Male,24,1,Suroeste,0,No,188.81,4
350729,Male,35,1,Noreste,4,Sí,30,5
350730,Male,47,1,Noreste,4,Sí,200.84,7
350731,Female,49,1,Centro,8,Sí,283.94,3
350732,Female,53,1,Noreste,2,No,30,14
350733,Female,29,1,Centro,1,Sí,353.01,11
350734,Female,23,1,Centro,1,Sí,147.69,7
350735,Male,27,1,Norte,1,No,151.94,10
350736,Female,26,1,Norte,1,No,145.82,14
350737,Male,40,1,Centro,4,Sí,130.04,9
350738,Female,68,1,Norte,2,Sí,30,7
350739,Male,50,1,Noreste,2,Sí,138.88,6
350740,Female,39,1,Centro,4,Sí,148.38,9
350741,Female,45,1,Norte,3,Sí,30,16
350742,Desconocido,Desconocido,1,Centro,4,Sí,166.32,22
350743,Male,21,1,Suroeste,0,Sí,167.63,16
350744,Male,23,1,Noreste,0,No,185.83,12
350745,Female,49,1,Centro,3,Sí,196.39,16
350746,Male,34,1,Norte,2,Sí,30,10
350747,Female,62,1,Suroeste,4,No,239.87,10
350748,Female,21,1,Suroeste,3,Sí,152.49,4
350749,Female,23,1,Noreste,0,No,212,23
350750,Female,27,1,Centro,0,No,329.74,18
350751,Female,25,1,Noreste,0,No,162.03,16
350752,Male,23,1,Noreste,1,No,229.46,6
350753,Male,24,1,Noreste,0,No,220.12,8
350754,Male,22,1,Centro,0,No,30,24
350755,Desconocido,Desconocido,1,Noreste,1,No,206,10
350756,Male,42,1,Centro,7,Sí,294.2,18
350757,Male,40,1,Noreste,4,Sí,30,8
350758,Female,44,1,Centro,2,Sí,259.03,23
350759,Female,54,1,Suroeste,2,No,30,22
350760,Female,69,1,Suroeste,2,No,174.99,9
350761,Male,61,1,Suroeste,2,No,165.91,10
350762,Female,25,1,Centro,0,No,99.39,23
350763,Female,41,1,Centro,2,Sí,368.74,13
350764,Female,58,1,Centro,3,Sí,331.23,17
350765,Male,32,1,Suroeste,0,Sí,229.47,24
350766,Female,26,1,Centro,3,Sí,201.07,5
350767,Male,28,1,Noreste,1,Sí,184.03,6
350768,Male,25,1,Centro,1,No,337.44,16
350769,Desconocido,Desconocido,1,Suroeste,1,No,180.13,19
350770,Male,24,1,Noreste,0,No,128.55,21
350771,Male,43,1,Noreste,3,Sí,132.11,15
350772,Male,79,1,Centro,2,No,200.15,23
350773,Male,56,1,Noreste,4,No,203.62,9
350774,Male,35,1,Noreste,2,No,275.11,2
350775,Female,21,1,Suroeste,1,No,175.71,4
350776,Desconocido,Desconocido,1,Norte,1,No,211.8,11
350777,Female,28,1,Suroeste,1,No,147.13,4
350778,Male,27,1,Suroeste,1,No,95.99,20
350779,Male,29,1,Suroeste,1,Sí,224.54,19
350780,Female,24,1,Suroeste,1,No,179.03,18
350781,Male,25,1,Suroeste,1,No,315.7,7
350782,Male,59,1,Centro,4,Sí,163.64,19
350783,Female,21,1,Suroeste,0,Sí,152.04,18
350784,Male,34,1,Centro,2,No,191.42,6
350785,Female,37,1,Centro,4,Sí,30,6
350786,Male,51,1,Centro,3,No,163.63,3
350787,Female,62,1,Noreste,4,No,183.18,7
350788,Male,71,1,Noreste,4,No,159.54,20
350789,Female,28,1,Suroeste,0,No,211.27,25
350790,Male,50,1,Noreste,4,Sí,219.32,16
350791,Male,42,1,Noreste,8,Sí,303.81,17
350792,Male,73,1,Centro,6,Sí,300.76,18
350793,Female,53,1,Centro,9+,Sí,30,13
350794,Female,26,1,Centro,0,Sí,30,21
350795,Male,65,1,Centro,4,Sí,292.53,23
350796,Female,60,1,Centro,2,No,186.62,8
350797,Male,29,1,Noreste,0,No,181.49,8
350798,Male,24,1,Noreste,0,No,302.28,6
350799,Male,28,1,Centro,0,Sí,190.77,2
350800,Female,46,1,Centro,3,No,163.98,25
350801,Female,71,1,Suroeste,3,No,203.87,21
350802,Female,29,1,Noreste,0,No,180.5,6
350803,Female,24,1,Noreste,1,No,262.69,18
350804,Female,70,1,Centro,3,Sí,161.49,10
350805,Male,70,1,Centro,3,No,30,10
350806,Male,23,1,Centro,0,No,177.21,18
350807,Male,63,1,Noreste,4,No,287.76,18
350808,Female,26,1,Norte,0,No,30,22
350809,Male,25,1,Centro,1,No,196.52,16
350810,Male,27,1,Suroeste,1,No,108.54,9
350811,Male,70,1,Centro,3,Sí,109.02,22
350812,Female,24,1,Noreste,0,No,247.2,21
350813,Male,35,1,Noreste,4,Sí,159.69,3
350814,Female,46,1,Centro,4,No,215.02,12
350815,Male,23,1,Norte,0,No,156.86,24
350816,Female,29,1,Noreste,0,No,30,19
350817,Male,44,1,Centro,2,Sí,116.47,16
350818,Female,26,1,Suroeste,1,No,203.97,17
350819,Male,23,1,Noreste,1,No,339.49,4
350820,Female,21,1,Noreste,0,No,280.97,7
350821,Male,20,1,Norte,1,Sí,262.52,13
350822,Male,21,1,Centro,2,Sí,201.4,22
350823,Male,62,1,Centro,3,No,160.22,11
350824,Female,26,1,Norte,0,No,30,18
350825,Male,70,1,Centro,2,No,327.94,25
350826,Male,25,1,Suroeste,0,No,178.39,5
350827,Male,22,1,Centro,0,Sí,216.03,19
350828,Female,26,1,Noreste,1,No,161.02,18
350829,Male,40,1,Noreste,3,No,255.59,20
350830,Desconocido,53,1,Norte,4,No,30,16
350831,Male,24,1,Suroeste,1,No,148.59,10
350832,Female,25,1,Centro,1,Sí,233.16,25
350833,Male,70,1,Centro,6,Sí,382.46,9
350834,Female,61,1,Centro,2,No,289.32,18
350835,Female,27,1,Suroeste,0,No,243.72,14
350836,Male,49,1,Suroeste,2,Sí,122.86,14
350837,Female,27,1,Centro,0,No,145.3,19
350838,Female,23,1,Centro,0,No,177.72,6
350839,Male,76,1,Centro,7,Sí,151.65,11
350840,Male,49,1,Centro,5,Sí,337.25,1
350841,Female,25,1,Centro,1,Sí,215.6,23
350842,Male,27,1,Centro,0,No,186.22,10
350843,Female,61,1,Norte,8,Sí,30,21
350844,Male,27,1,Centro,1,No,156.43,4
350845,Male,43,1,Noreste,4,No,140.72,21
350846,Male,45,1,Noreste,4,Sí,283.82,9
350847,Female,26,1,Centro,1,No,140.45,15
350848,Male,75,1,Norte,3,No,30,10
350849,Female,50,1,Norte,4,Sí,247.42,20
350850,Female,22,1,Centro,1,No,130.45,12
350851,Female,25,1,Noreste,0,No,100.97,21
350852,Male,52,1,Centro,2,Sí,235.75,25
350853,Male,62,1,Centro,3,Sí,135.07,10
350854,Female,58,1,Noreste,4,Sí,251.28,19
350855,Male,24,1,Centro,0,No,205.93,19
350856,Male,33,1,Suroeste,3,Sí,175.32,16
350857,Desconocido,Desconocido,1,Noreste,1,Sí,108.39,4
350858,Male,21,1,Suroeste,3,Sí,30,6
350859,Female,23,1,Noreste,1,No,281.76,15
350860,Female,23,1,Suroeste,1,No,134.69,4
350861,Female,78,1,Noreste,3,Sí,132.03,7
350862,Female,25,1,Suroeste,0,No,198.36,4
350863,Desconocido,Desconocido,1,Suroeste,4,No,200.13,19
350864,Male,44,1,Centro,8,Sí,197.74,17
350865,Female,58,1,Centro,3,No,30,10
350866,Female,43,1,Centro,3,No,534.91,10
350867,Female,24,1,Suroeste,1,No,187.79,20
350868,Female,40,1,Centro,2,Sí,231.4,25
350869,Male,21,1,Noreste,0,No,181.39,18
350870,Desconocido,Desconocido,1,Suroeste,1,No,338.51,23
350871,Female,43,1,Norte,4,Sí,30,13
350872,Male,59,1,Centro,3,Sí,266.01,21
350873,Female,23,1,Centro,0,No,330.77,7
350874,Male,55,1,Noreste,3,Sí,30,15
350875,Female,49,1,Norte,2,Sí,202.39,18
350876,Male,45,1,Centro,3,Sí,219.14,18
350877,Female,26,1,Noreste,1,No,394.8,6
350878,Female,24,1,Suroeste,1,Sí,162.68,23
350879,Male,44,1,Suroeste,3,Sí,232.49,2
350880,Desconocido,Desconocido,1,Suroeste,1,No,206.68,9
350881,Female,24,1,Suroeste,1,No,125.54,3
350882,Male,55,1,Centro,4,Sí,318.32,5
350883,Female,23,1,Norte,1,No,202.71,13
350884,Male,20,1,Norte,1,Sí,30,15
350885,Female,53,1,Suroeste,2,No,201.95,21
350886,Female,70,1,Centro,9+,Sí,308.57,25
350887,Female,24,1,Noreste,1,No,234.42,14
350888,Female,23,1,Suroeste,1,No,117.18,11
350889,Female,24,1,Norte,1,No,194.29,5
350890,Female,24,1,Centro,1,No,134.16,20
350891,Male,56,1,Suroeste,3,Sí,199.66,11
350892,Male,41,1,Suroeste,4,Sí,217.19,24
350893,Male,23,1,Centro,0,No,193.52,10
350894,Female,31,1,Centro,1,No,573.85,23
350895,Male,49,1,Centro,4,No,186.29,5
350896,Male,29,1,Suroeste,1,No,191.12,23
350897,Male,49,1,Noreste,3,No,237.14,13
350898,Female,23,1,Norte,0,No,366.97,8
350899,Male,50,1,Suroeste,2,No,184.72,3
350900,Desconocido,Desconocido,1,Noreste,1,No,562.46,19
350901,Male,21,1,Noreste,0,Sí,229.01,10
350902,Female,22,1,Norte,0,Sí,184.48,15
350903,Female,22,1,Norte,1,No,137.47,23
350904,Male,29,1,Noreste,0,Sí,132.51,17
350905,Male,59,1,Centro,6,Sí,266.71,15
350906,Male,48,1,Centro,4,Sí,219.12,22
350907,Male,22,1,Norte,1,Sí,228.26,17
350908,Male,43,1,Suroeste,2,Sí,275.37,25
350909,Female,43,1,Centro,3,Sí,273.08,14
350910,Female,41,1,Norte,4,Sí,181.41,13
350911,Female,25,1,Suroeste,0,No,174.92,15
350912,Female,61,1,Noreste,3,No,225.92,6
350913,Female,24,1,Centro,1,No,166,5
350914,Male,52,1,Noreste,4,Sí,305.41,20
350915,Female,46,1,Noreste,4,No,221.84,14
350916,Female,22,1,Suroeste,1,No,234.74,21
350917,Female,25,1,Noreste,1,No,179.28,10
350918,Female,25,1,Centro,1,Sí,280.59,22
350919,Female,70,1,Noreste,4,No,229.99,18
350920,Female,25,1,Centro,0,Sí,215.4,17
350921,Male,36,1,Norte,3,No,144.13,25
350922,Female,22,1,Centro,3,Sí,211.19,2
350923,Female,43,1,Norte,3,Sí,30,15
350924,Female,26,1,Norte,1,No,30,4
350925,Female,73,1,Noreste,3,Sí,167.77,22
350926,Female,27,1,Noreste,0,Sí,30,12
350927,Male,51,1,Norte,9+,Sí,187.65,14
350928,Male,50,1,Norte,2,No,201.09,6
350929,Female,53,1,Centro,4,No,186.22,7
350930,Male,24,1,Centro,0,Sí,30,24
350931,Male,43,1,Norte,4,Sí,228.17,6
350932,Male,28,1,Noreste,1,No,245.11,13
350933,Male,24,1,Suroeste,1,Sí,221.48,21
350934,Female,27,1,Centro,0,No,167.04,8
350935,Female,21,1,Noreste,1,No,148.53,25
350936,Female,20,1,Centro,1,Sí,30,1
350937,Male,63,1,Norte,2,No,218.77,5
350938,Female,43,1,Centro,3,No,161.19,10
350939,Male,54,1,Noreste,4,Sí,157.41,23
350940,Male,22,1,Centro,1,No,157.34,8
350941,Male,71,1,Noreste,4,Sí,259.41,15
350942,Male,65,1,Centro,4,No,303.76,3
350943,Male,28,1,Centro,1,No,183.69,5
350944,Male,22,1,Suroeste,0,Sí,129.22,24
350945,Male,78,1,Noreste,2,No,30,5
350946,Male,47,1,Centro,2,Sí,30,2
350947,Male,28,1,Suroeste,1,Sí,244.03,16
350948,Male,23,1,Norte,0,No,171.91,11
350949,Male,41,1,Suroeste,2,Sí,157.9,2
350950,Female,58,1,Centro,3,Sí,205.82,7
350951,Female,67,1,Centro,3,No,297.61,19
350952,Female,30,1,Centro,4,Sí,280.58,9
350953,Male,60,1,Centro,2,No,283.87,22
350954,Male,24,1,Suroeste,0,No,121.13,15
350955,Female,76,1,Norte,3,Sí,30,22
350956,Male,33,1,Noreste,1,Sí,693.49,18
350957,Female,56,1,Centro,4,No,175.6,13
350958,Male,26,1,Suroeste,0,No,30,10
350959,Male,24,1,Suroeste,0,No,259.77,9
350960,Male,66,1,Noreste,2,Sí,300.53,5
350961,Female,56,1,Centro,3,Sí,112.2,16
350962,Male,66,1,Norte,7,Sí,204.3,19
350963,Female,21,1,Suroeste,1,Sí,156.97,3
350964,Female,65,1,Suroeste,2,No,298.99,7
350965,Female,43,1,Centro,2,Sí,201.59,9
350966,Desconocido,Desconocido,1,Noreste,9+,Sí,194.17,11
350967,Female,34,1,Noreste,3,Sí,234.65,10
350968,Female,77,1,Centro,3,Sí,302.73,8
350969,Female,24,1,Centro,1,Sí,215.99,22
350970,Female,49,1,Suroeste,2,No,140.48,8
350971,Female,30,1,Centro,1,Sí,30,22
350972,Female,25,1,Suroeste,1,No,221.23,7
350973,Male,22,1,Centro,0,Sí,307.51,10
350974,Male,23,1,Centro,0,No,178.99,8
350975,Female,68,1,Norte,3,Sí,30,2
350976,Male,31,1,Suroeste,3,No,30,12
350977,Male,55,1,Suroeste,4,No,169.36,7
350978,Male,46,1,Norte,3,No,204.94,3
350979,Male,41,1,Norte,4,Sí,30,23
350980,Male,43,1,Centro,2,Sí,241.71,20
350981,Female,34,1,Centro,2,Sí,139.34,11
350982,Female,55,1,Centro,2,No,244.72,17
350983,Male,44,1,Suroeste,4,Sí,174.68,15
350984,Desconocido,45,1,Centro,4,Sí,380.87,17
350985,Male,31,1,Noreste,1,Sí,214.07,14
350986,Male,39,1,Norte,2,Sí,187.65,9
350987,Male,26,1,Noreste,0,Sí,30,20
350988,Male,44,1,Centro,2,No,241.1,7
350989,Female,41,1,Norte,2,Sí,243.51,10
350990,Female,20,1,Norte,1,Sí,204.59,22
350991,Male,26,1,Norte,0,No,255.75,2
350992,Male,58,1,Noreste,4,No,30,14
350993,Female,68,1,Centro,2,No,153.57,6
350994,Male,53,1,Suroeste,4,No,161.36,7
350995,Male,69,1,Centro,3,No,287.97,9
350996,Male,31,1,Suroeste,2,No,30,7
350997,Desconocido,22,1,Noreste,1,No,296.39,9
350998,Female,53,1,Centro,4,No,116.02,14
350999,Male,42,1,Noreste,3,Sí,164.01,16
351000,Male,25,1,Noreste,0,No,30,6
351001,Male,59,1,Suroeste,2,No,209.17,18
351002,Male,22,1,Suroeste,1,No,191.3,19
351003,Male,69,1,Centro,3,Sí,348.75,23
351004,Female,25,1,Suroeste,0,Sí,300.97,13
351005,Male,46,1,Norte,3,Sí,30,17
351006,Female,69,1,Noreste,3,Sí,226.32,20
351007,Male,64,1,Centro,3,Sí,134.36,22
351008,Male,29,1,Norte,1,Sí,30,2
351009,Female,26,1,Suroeste,1,No,119.95,18
351010,Male,51,1,Noreste,2,No,183.98,8
351011,Female,22,1,Noreste,0,Sí,294.7,15
351012,Male,21,1,Centro,3,Sí,180.74,10
351013,Male,44,1,Noreste,3,No,187.16,18
351014,Male,24,1,Suroeste,0,No,253.95,22
351015,Desconocido,79,1,Centro,4,No,407.5,12
351016,Male,21,1,Noreste,1,Sí,141.86,7
351017,Male,50,1,Noreste,4,Sí,193.9,21
351018,Female,23,1,Noreste,0,Sí,314.71,5
351019,Female,31,1,Centro,1,No,226.3,12
351020,Female,34,1,Centro,2,Sí,186.53,9
351021,Male,21,1,Suroeste,0,Sí,160.15,4
351022,Male,41,1,Noreste,3,Sí,192.16,17
351023,Female,22,1,Suroeste,0,No,102.6,13
351024,Female,51,1,Centro,4,No,237.61,24
351025,Male,64,1,Centro,6,Sí,174.62,15
351026,Male,53,1,Suroeste,4,Sí,30,12
351027,Male,25,1,Centro,1,No,129.17,19
351028,Male,29,1,Noreste,1,No,170.44,16
351029,Male,54,1,Norte,3,Sí,182.4,4
351030,Male,34,1,Noreste,3,Sí,30,12
351031,Male,27,1,Centro,4,No,215.48,3
351032,Male,33,1,Noreste,0,Sí,30,13
351033,Female,23,1,Centro,1,No,161.06,5
351034,Male,62,1,Centro,2,Sí,409.97,12
351035,Male,24,1,Norte,0,No,210.42,6
351036,Male,50,1,Suroeste,2,Sí,233.58,18
351037,Male,43,1,Centro,4,Sí,133.35,13
351038,Male,26,1,Noreste,1,No,194.99,25
351039,Desconocido,Desconocido,1,Centro,4,Sí,30,4
351040,Desconocido,Desconocido,1,Norte,4,Sí,30,5
351041,Female,26,1,Norte,0,No,169.94,12
351042,Male,33,1,Suroeste,4,Sí,30,19
351043,Male,45,1,Centro,4,Sí,298.2,12
351044,Male,27,1,Suroeste,1,No,142.38,6
351045,Male,51,1,Noreste,2,Sí,199.01,12
351046,Female,66,1,Norte,3,Sí,30,14
351047,Female,23,1,Noreste,0,No,200.34,3
351048,Male,51,1,Centro,4,Sí,223.62,16
351049,Female,25,1,Suroeste,0,No,232.43,4
351050,Desconocido,47,1,Norte,4,No,30,3
351051,Female,30,1,Noreste,1,No,227.85,17
351052,Male,52,1,Suroeste,2,Sí,773.66,15
351053,Female,36,1,Suroeste,2,Sí,129.28,15
351054,Male,31,1,Centro,1,No,224.63,21
351055,Male,43,1,Noreste,3,Sí,238.92,25
351056,Desconocido,Desconocido,1,Suroeste,1,Sí,164.22,9
351057,Female,36,1,Centro,3,Sí,243.05,1
351058,Male,25,1,Centro,0,Sí,142.36,9
351059,Female,47,1,Norte,4,Sí,241.79,24
351060,Female,70,1,Centro,2,No,376.09,5
351061,Female,51,1,Noreste,3,Sí,207.79,2
351062,Female,64,1,Centro,2,No,134.19,17
351063,Female,42,1,Suroeste,2,Sí,135.16,13
351064,Female,46,1,Noreste,4,Sí,167.05,23
351065,Female,47,1,Noreste,4,Sí,214.53,15
351066,Female,40,1,Centro,3,Sí,246.27,1
351067,Male,27,1,Suroeste,1,Sí,30,5
351068,Female,23,1,Norte,0,Sí,30,7
351069,Male,37,1,Centro,3,Sí,308.11,13
351070,Female,46,1,Suroeste,2,Sí,192.3,7
351071,Male,27,1,Suroeste,1,No,209.89,5
351072,Female,55,1,Centro,4,Sí,222.61,5
351073,Male,23,1,Centro,1,No,455.3,20
351074,Male,63,1,Centro,4,Sí,329.49,15
351075,Male,26,1,Suroeste,0,No,193.78,2
351076,Female,25,1,Norte,1,No,326.9,25
351077,Male,66,1,Norte,3,Sí,30,8
351078,Female,22,1,Noreste,0,No,123.35,18
351079,Female,23,1,Noreste,0,No,171.66,5
